mean_episode_reward,robot_0/loss,survival_rate,robot_0/q_mean,std_episode_reward,robot_3/loss,total_non_home_charges_per_episode,epsilon,global_step,robot_1/q_mean,robot_2/q_mean,robot_1/loss,total_immediate_kills_per_episode,_timestamp,episode,robot_3/q_std,mean_final_energy,_runtime,robot_2/loss,robot_0/q_std,robot_2/q_std,robot_3/q_mean,total_kills_per_episode,total_agent_collisions_per_episode,episode_length,total_charges_per_episode,_step,robot_1/q_std
29.977500000000035,,3.0,,1.3413682380316079,,0.0,0.04230229704853423,18168,,,,0.0,1763490345.573097,631.0,,60.0,407.703852677,,,,,0.0,0.0,63.0,238.0,703,
38.55500000000001,,3.0,,1.7415295001808226,,0.0,0.04146257532741124,18629,,,,0.0,1763490356.630399,635.0,,73.75,418.761138757,,,,,0.0,0.0,82.0,304.0,707,
18.47750000000001,,3.0,,2.832007900765818,,0.0,0.039435475429100995,19130,,,,0.0,1763490368.597597,645.0,,55.0,430.728294489,,,,,0.0,0.0,43.0,148.0,721,
45.45749999999999,,3.0,,2.91976347500956,,0.0,0.0386526615487428,19590,,,,0.0,1763490378.7647288,649.0,,75.0,440.895470351,,,,,0.0,0.0,96.0,358.0,725,
,,,,,,,,20000,9.505651473999023,,0.0010887233074754477,,1763490387.9819283,,,,450.112431119,,,,,,,,,729,0.2845293879508972
,,,,,,,,20000,,8.386200904846191,,,1763490387.9885159,,,,450.118982244,0.05549970269203186,,2.4261794090270996,,,,,,730,
102.9900000000003,,3.0,,4.573242831951976,,0.0,0.03549537564593805,21554,,,,0.0,1763490424.7535846,666.0,,68.75,486.884350208,,,,,0.0,1.0,218.0,809.0,750,
,,,,,0.026646746322512627,,,22000,,,,,1763490435.3646107,,0.3815540075302124,,497.494942843,,,,10.982341766357422,,,,,757,
2.0575,,3.0,,1.736380934587799,,0.0,0.034100160462149656,22219,,,,0.0,1763490440.51327,674.0,,75.0,502.64392135,,,,,0.0,0.0,6.0,18.0,762,
55.56249999999996,,3.0,,6.322678921944364,,0.0,0.03325613897196732,22455,,,,0.0,1763490446.109666,679.0,,75.0,508.240461836,,,,,0.0,1.0,119.0,437.0,767,
,,,,,,,,23000,,10.407761573791504,,,1763490459.2896826,,,,521.420151055,0.06117905676364899,,0.35763898491859436,,,,,,771,
58.98749999999995,,2.0,,11.85688065006987,,42.0,0.032924408985721944,23103,,,,1.0,1763490461.6565108,681.0,,13.75,523.787726214,,,,,1.0,7.0,148.0,467.0,773,
36.510000000000005,,3.0,,8.892190393823078,,47.0,0.03275978694079333,23193,,,,0.0,1763490463.8341498,682.0,,61.25,525.964940809,,,,,0.0,0.0,90.0,288.0,774,
33.31000000000002,,3.0,,12.517170207359126,,18.0,0.032595988006089364,23293,,,,0.0,1763490466.2518106,683.0,,56.25,528.382519038,,,,,0.0,1.0,100.0,262.0,775,
24.50750000000002,,3.0,,2.0657973642155816,,0.0,0.031158165231288826,24297,,,,0.0,1763490487.130889,692.0,,75.0,549.261889276,,,,,0.0,0.0,51.0,194.0,788,
